Column1,Avg attention,Avg Performance,Column4,Column5,,,
783,0.55,1,TRUE,0,,,
784,0.6,1,TRUE,0,,,
785,0.65,1,TRUE,0,,,
786,0.7,1,TRUE,0,,,
787,0.75,1,TRUE,100,,,
788,0.8,1,TRUE,100,,,
789,0.85,1,TRUE,100,,,
790,0.9,1,TRUE,100,,,
791,0.95,1,TRUE,100,,,
792,1,1,TRUE,100,,,
793,1,1,TRUE,100,,,
794,1,1,TRUE,100,,,
795,1,1,TRUE,100,,,
796,1,1,TRUE,100,,,
797,1,1,TRUE,100,,,
798,1,1,TRUE,100,,,
799,1,1,TRUE,100,,,
800,1,1,TRUE,100,,,
801,1,1,TRUE,100,,,
802,1,1,TRUE,100,,,
803,1,1,TRUE,100,,,
804,1,1,TRUE,100,,,
805,1,1,TRUE,100,,,
806,1,1,TRUE,100,,,
807,1,1,TRUE,100,,,
808,1,1,TRUE,100,,,
809,1,1,TRUE,100,,,
810,1,1,FALSE,100,,,
811,0.98,1,FALSE,100,,,
812,0.96,1,FALSE,100,,,
813,0.94,1,FALSE,100,,,
814,0.92,1,FALSE,100,,,
815,0.9,1,FALSE,100,,,
816,0.88,1,FALSE,100,,,
817,0.86,1,FALSE,100,,,
818,0.84,1,FALSE,100,,,
819,0.82,1,FALSE,100,,,
820,0.8,1,FALSE,100,,,
821,0.78,1,FALSE,100,,,
822,0.76,1,FALSE,100,,,
823,0.74,1,FALSE,100,,,
824,0.72,1,FALSE,100,,,
825,0.7,1,FALSE,0,,,
826,0.68,1,FALSE,0,,,
827,0.66,1,FALSE,0,,,
828,0.64,1,FALSE,0,,,
829,0.62,1,FALSE,0,,,
830,0.6,1,FALSE,0,,,
831,0.58,1,FALSE,0,,,
832,0.56,1,FALSE,0,,,
833,0.54,1,FALSE,0,,,
834,0.52,1,FALSE,0,,,
835,0.5,1,FALSE,0,,,
836,0.48,1,FALSE,0,,,
837,0.46,1,FALSE,0,,,
838,0.44,1,FALSE,0,,,
839,0.42,1,FALSE,0,,,
840,0.4,1,TRUE,0,,,
841,0.45,1,TRUE,0,,,
842,0.5,1,TRUE,0,,,
843,0.55,1,TRUE,0,,,
844,0.6,1,TRUE,0,,,
845,0.65,1,TRUE,0,,,
846,0.7,1,TRUE,0,,,
847,0.75,1,TRUE,100,,,
848,0.8,1,TRUE,100,,,
849,0.85,1,TRUE,100,,,
850,0.9,1,TRUE,100,,,
851,0.95,1,TRUE,100,,,
852,1,1,TRUE,100,,,
853,1,1,TRUE,100,,,
854,1,1,TRUE,100,,,
855,1,1,TRUE,100,,,
856,1,1,TRUE,100,,,
857,1,1,TRUE,100,,,
858,1,1,TRUE,100,,,
859,1,1,TRUE,100,,,
860,1,1,TRUE,100,,,
861,1,1,TRUE,100,,,
862,1,1,TRUE,100,,,
863,1,1,TRUE,100,,,
864,1,1,TRUE,100,,,
865,1,1,TRUE,100,,,
866,1,1,TRUE,100,,,
867,1,1,TRUE,100,,,
868,1,1,TRUE,100,,,
869,1,1,TRUE,100,,,
870,1,1,FALSE,100,,,
871,0.98,1,FALSE,100,,,
872,0.96,1,FALSE,100,,,
873,0.94,1,FALSE,100,,,
874,0.92,1,FALSE,100,,,
875,0.9,1,FALSE,100,,,
876,0.88,1,FALSE,100,,,
877,0.86,1,FALSE,100,,,
878,0.84,1,FALSE,100,,,
879,0.82,1,FALSE,100,,,
880,0.8,1,FALSE,100,,,
881,0.78,1,FALSE,100,,,
882,0.76,1,FALSE,100,,,
883,0.74,1,FALSE,100,,,
884,0.72,1,FALSE,100,,,
885,0.7,1,FALSE,0,,,
886,0.68,1,FALSE,0,,,
887,0.66,1,FALSE,0,,,
888,0.64,1,FALSE,0,,,
889,0.62,1,FALSE,0,,,
890,0.6,1,FALSE,0,,,
891,0.58,1,FALSE,0,,,
892,0.56,1,FALSE,0,,,
893,0.54,1,FALSE,0,,,
894,0.52,1,FALSE,0,,,
895,0.5,1,FALSE,0,,,
896,0.48,1,FALSE,0,,,
897,0.46,1,FALSE,0,,,
898,0.44,1,FALSE,0,,,
899,0.42,1,FALSE,0,,,
900,0.4,1,TRUE,0,,,
901,0.45,1,TRUE,0,,,
902,0.5,1,TRUE,0,,,
903,0.55,1,TRUE,0,,,
904,0.6,1,TRUE,0,,,
905,0.65,1,TRUE,0,,,
906,0.7,1,TRUE,0,,,
907,0.75,1,TRUE,100,,,
908,0.8,1,TRUE,100,,,
909,0.85,1,TRUE,100,,,
910,0.9,1,TRUE,100,,,
911,0.95,1,TRUE,100,,,
912,1,1,TRUE,100,,,
913,1,1,TRUE,100,,,
914,1,1,TRUE,100,,,
915,1,1,TRUE,100,,,
916,1,1,TRUE,100,,,
917,1,1,TRUE,100,,,
918,1,1,TRUE,100,,,
919,1,1,TRUE,100,,,
920,1,1,TRUE,100,,,
921,1,1,TRUE,100,,,
922,1,1,TRUE,100,,,
923,1,1,TRUE,100,,,
924,1,1,TRUE,100,,,
925,1,1,TRUE,100,,,
926,1,1,TRUE,100,,,
927,1,1,TRUE,100,,,
928,1,1,TRUE,100,,,
929,1,1,TRUE,100,,,
930,1,1,FALSE,100,,,
931,0.98,1,FALSE,100,,,
932,0.96,1,FALSE,100,,,
933,0.94,1,FALSE,100,,,
934,0.92,1,FALSE,100,,,
935,0.9,1,FALSE,100,,,
936,0.88,1,FALSE,100,,,
937,0.86,1,FALSE,100,,,
938,0.84,1,FALSE,100,,,
939,0.82,1,FALSE,100,,,
940,0.8,1,FALSE,100,,,
941,0.78,1,FALSE,100,,,
942,0.76,1,FALSE,100,,,
943,0.74,1,FALSE,100,,,
944,0.72,1,FALSE,100,,,
945,0.7,1,FALSE,0,,,
946,0.68,1,FALSE,0,,,
947,0.66,1,FALSE,0,,,
948,0.64,1,FALSE,0,,,
949,0.62,1,FALSE,0,,,
950,0.6,1,FALSE,0,,,
951,0.58,1,FALSE,0,,,
952,0.56,1,FALSE,0,,,
953,0.54,1,FALSE,0,,,
954,0.52,1,FALSE,0,,,
955,0.5,1,FALSE,0,,,
956,0.48,1,FALSE,0,,,
957,0.46,1,FALSE,0,,,
958,0.44,1,FALSE,0,,,
959,0.42,1,FALSE,0,,,
960,0.4,1,TRUE,0,,,
961,0.45,1,TRUE,0,,,
962,0.5,1,TRUE,0,,,
963,0.55,1,TRUE,0,,,
964,0.6,1,TRUE,0,,,
965,0.65,1,TRUE,0,,,
966,0.7,1,TRUE,0,,,
967,0.75,1,TRUE,100,,,
968,0.8,1,TRUE,100,,,
969,0.85,1,TRUE,100,,,
970,0.9,1,TRUE,100,,,
971,0.95,1,TRUE,100,,,
972,1,1,TRUE,100,,,
973,1,1,TRUE,100,,,
974,1,1,TRUE,100,,,
975,1,1,TRUE,100,,,
976,1,1,TRUE,100,,,
977,1,1,TRUE,100,,,
978,1,1,TRUE,100,,,
979,1,1,TRUE,100,,,
980,1,1,TRUE,100,,,
981,1,1,TRUE,100,,,
982,1,1,TRUE,100,,,
983,1,1,TRUE,100,,,
984,1,1,TRUE,100,,,
985,1,1,TRUE,100,,,
986,1,1,TRUE,100,,,
987,1,1,TRUE,100,,,
988,1,1,TRUE,100,,,
989,1,1,TRUE,100,,,
990,1,1,FALSE,100,,,
991,0.98,1,FALSE,100,,,
992,0.96,1,FALSE,100,,,
993,0.94,1,FALSE,100,,,
994,0.92,1,FALSE,100,,,
995,0.9,1,FALSE,100,,,
996,0.88,1,FALSE,100,,,
997,0.86,1,FALSE,100,,,
998,0.84,1,FALSE,100,,,
999,0.82,1,FALSE,100,,,
1000,0.8,1,FALSE,100,,,
1001,0.78,1,FALSE,100,,,
1002,0.76,1,FALSE,100,,,
1003,0.74,1,FALSE,100,,,
1004,0.72,1,FALSE,100,,,
1005,0.7,1,FALSE,0,,,
1006,0.68,1,FALSE,0,,,
1007,0.66,1,FALSE,0,,,
1008,0.64,1,FALSE,0,,,
1009,0.62,1,FALSE,0,,,
1010,0.6,1,FALSE,0,,,
1011,0.58,1,FALSE,0,,,
1012,0.56,1,FALSE,0,,,
1013,0.54,1,FALSE,0,,,
1014,0.52,1,FALSE,0,,,
1015,0.5,1,FALSE,0,,,
1016,0.48,1,FALSE,0,,,
1017,0.46,1,FALSE,0,,,
1018,0.44,1,FALSE,0,,,
1019,0.42,1,FALSE,0,,,
1020,0.4,1,TRUE,0,,,
1021,0.45,1,TRUE,0,,,
1022,0.5,1,TRUE,0,,,
1023,0.55,1,TRUE,0,,,
1024,0.6,1,TRUE,0,,,
1025,0.65,1,TRUE,0,,,
1026,0.7,1,TRUE,0,,,
1027,0.75,1,TRUE,100,,,
1028,0.8,1,TRUE,100,,,
1029,0.85,1,TRUE,100,,,
1030,0.9,1,TRUE,100,,,
1031,0.95,1,TRUE,100,,,
1032,1,1,TRUE,100,,,
1033,1,1,TRUE,100,,,
1034,1,1,TRUE,100,,,
1035,1,1,TRUE,100,,,
1036,1,1,TRUE,100,,,
1037,1,1,TRUE,100,,,
1038,1,1,TRUE,100,,,
1039,1,1,TRUE,100,,,
1040,1,1,TRUE,100,,,
1041,1,1,TRUE,100,,,
1042,1,1,TRUE,100,,,
1043,1,1,TRUE,100,,,
1044,1,1,TRUE,100,,,
1045,1,1,TRUE,100,,,
1046,1,1,TRUE,100,,,
1047,1,1,TRUE,100,,,
1048,1,1,TRUE,100,,,
1049,1,1,TRUE,100,,,
1050,1,1,FALSE,100,,,
1051,0.98,1,FALSE,100,,,
1052,0.96,1,FALSE,100,,,
1053,0.94,1,FALSE,100,,,
1054,0.92,1,FALSE,100,,,
1055,0.9,1,FALSE,100,,,
1056,0.88,1,FALSE,100,,,
1057,0.86,1,FALSE,100,,,
1058,0.84,1,FALSE,100,,,
1059,0.82,1,FALSE,100,,,
1060,0.8,1,FALSE,100,,,
1061,0.78,1,FALSE,100,,,
1062,0.76,1,FALSE,100,,,
1063,0.74,1,FALSE,100,,,
1064,0.72,1,FALSE,100,,,
1065,0.7,1,FALSE,0,,,
1066,0.68,1,FALSE,0,,,
1067,0.66,1,FALSE,0,,,
1068,0.64,1,FALSE,0,,,
1069,0.62,1,FALSE,0,,,
1070,0.6,1,FALSE,0,,,
1071,0.58,1,FALSE,0,,,
1072,0.56,1,FALSE,0,,,
1073,0.54,1,FALSE,0,,,
1074,0.52,1,FALSE,0,,,
1075,0.5,1,FALSE,0,,,
1076,0.48,1,FALSE,0,,,
1077,0.46,1,FALSE,0,,,
1078,0.44,1,FALSE,0,,,
1079,0.42,1,FALSE,0,,,
1080,0.4,1,TRUE,0,,,
1081,0.45,1,TRUE,0,,,
1082,0.5,1,TRUE,0,,,
1083,0.55,1,TRUE,0,,,
1084,0.6,1,TRUE,0,,,
1085,0.65,1,TRUE,0,,,
1086,0.7,1,TRUE,0,,,
1087,0.75,1,TRUE,100,,,
1088,0.8,1,TRUE,100,,,
1089,0.85,1,TRUE,100,,,
1090,0.9,1,TRUE,100,,,
1091,0.95,1,TRUE,100,,,
1092,1,1,TRUE,100,,,
1093,1,1,TRUE,100,,,
1094,1,1,TRUE,100,,,
1095,1,1,TRUE,100,,,
1096,1,1,TRUE,100,,,
1097,1,1,TRUE,100,,,
1098,1,1,TRUE,100,,,
1099,1,1,TRUE,100,,,
1100,1,1,TRUE,100,,,
1101,1,1,TRUE,100,,,
1102,1,1,TRUE,100,,,
1103,1,1,TRUE,100,,,
1104,1,1,TRUE,100,,,
1105,1,1,TRUE,100,,,
1106,1,1,TRUE,100,,,
1107,1,1,TRUE,100,,,
1108,1,1,TRUE,100,,,
1109,1,1,TRUE,100,,,
1110,1,1,FALSE,100,,,
1111,0.98,1,FALSE,100,,,
1112,0.96,1,FALSE,100,,,
1113,0.94,1,FALSE,100,,,
1114,0.92,1,FALSE,100,,,
1115,0.9,1,FALSE,100,,,
1116,0.88,1,FALSE,100,,,
1117,0.86,1,FALSE,100,,,
1118,0.84,1,FALSE,100,,,
1119,0.82,1,FALSE,100,,,
1120,0.8,1,FALSE,100,,,
1121,0.78,1,FALSE,100,,,
1122,0.76,1,FALSE,100,,,
1123,0.74,1,FALSE,100,,,
1124,0.72,1,FALSE,100,,,
1125,0.7,1,FALSE,0,,,
1126,0.68,1,FALSE,0,,,
1127,0.66,1,FALSE,0,,,
1128,0.64,1,FALSE,0,,,
1129,0.62,1,FALSE,0,,,
1130,0.6,1,FALSE,0,,,
1131,0.58,1,FALSE,0,,,
1132,0.56,1,FALSE,0,,,
1133,0.54,1,FALSE,0,,,
1134,0.52,1,FALSE,0,,,
1135,0.5,1,FALSE,0,,,
1136,0.48,1,FALSE,0,,,
1137,0.46,1,FALSE,0,,,
1138,0.44,1,FALSE,0,,,
1139,0.42,1,FALSE,0,,,
1140,0.4,1,TRUE,0,,,
1141,0.45,1,TRUE,0,,,
1142,0.5,1,TRUE,0,,,
1143,0.55,1,TRUE,0,,,
1144,0.6,1,TRUE,0,,,
1145,0.65,1,TRUE,0,,,
1146,0.7,1,TRUE,0,,,
1147,0.75,1,TRUE,100,,,
1148,0.8,1,TRUE,100,,,
1149,0.85,1,TRUE,100,,,
1150,0.9,1,TRUE,100,,,
1151,0.95,1,TRUE,100,,,
1152,1,1,TRUE,100,,,
1153,1,1,TRUE,100,,,
1154,1,1,TRUE,100,,,
1155,1,1,TRUE,100,,,
1156,1,1,TRUE,100,,,
1157,1,1,TRUE,100,,,
1158,1,1,TRUE,100,,,
1159,1,1,TRUE,100,,,
1160,1,1,TRUE,100,,,
1161,1,1,TRUE,100,,,
1162,1,1,TRUE,100,,,
1163,1,1,TRUE,100,,,
1164,1,1,TRUE,100,,,
1165,1,1,TRUE,100,,,
1166,1,1,TRUE,100,,,
1167,1,1,TRUE,100,,,
1168,1,1,TRUE,100,,,
1169,1,1,TRUE,100,,,
1170,1,1,FALSE,100,,,
1171,0.98,1,FALSE,100,,,
1172,0.96,1,FALSE,100,,,
1173,0.94,1,FALSE,100,,,
1174,0.92,1,FALSE,100,,,
1175,0.9,1,FALSE,100,,,
1176,0.88,1,FALSE,100,,,
1177,0.86,1,FALSE,100,,,
1178,0.84,1,FALSE,100,,,
1179,0.82,1,FALSE,100,,,
1180,0.8,1,FALSE,100,,,
1181,0.78,1,FALSE,100,,,
1182,0.76,1,FALSE,100,,,
1183,0.74,1,FALSE,100,,,
1184,0.72,1,FALSE,100,,,
1185,0.7,1,FALSE,0,,,
1186,0.68,1,FALSE,0,,,
1187,0.66,1,FALSE,0,,,
1188,0.64,1,FALSE,0,,,
1189,0.62,1,FALSE,0,,,
1190,0.6,1,FALSE,0,,,
1191,0.58,1,FALSE,0,,,
1192,0.56,1,FALSE,0,,,
1193,0.54,1,FALSE,0,,,
1194,0.52,1,FALSE,0,,,
1195,0.5,1,FALSE,0,,,
1196,0.48,1,FALSE,0,,,
1197,0.46,1,FALSE,0,,,
1198,0.44,1,FALSE,0,,,
1199,0.42,1,FALSE,0,,,
1200,0.4,1,TRUE,0,,,
1201,0.45,1,TRUE,0,,,
1202,0.5,1,TRUE,0,,,
1203,0.55,1,TRUE,0,,,
1204,0.6,1,TRUE,0,,,
1205,0.65,1,TRUE,0,,,
1206,0.7,1,TRUE,0,,,
1207,0.75,1,TRUE,100,,,
1208,0.8,1,TRUE,100,,,
1209,0.85,1,TRUE,100,,,
1210,0.9,1,TRUE,100,,,
1211,0.95,1,TRUE,100,,,
1212,1,1,TRUE,100,,,
1213,1,1,TRUE,100,,,
1214,1,1,TRUE,100,,,
1215,1,1,TRUE,100,,,
1216,1,1,TRUE,100,,,
1217,1,1,TRUE,100,,,
1218,1,1,TRUE,100,,,
1219,1,1,TRUE,100,,,
1220,1,1,TRUE,100,,,
1221,1,1,TRUE,100,,,
1222,1,1,TRUE,100,,,
1223,1,1,TRUE,100,,,
1224,1,1,TRUE,100,,,
1225,1,1,TRUE,100,,,
1226,1,1,TRUE,100,,,
1227,1,1,TRUE,100,,,
1228,1,1,TRUE,100,,,
1229,1,1,TRUE,100,,,
1230,1,1,FALSE,100,,,
1231,0.98,1,FALSE,100,,,
1232,0.96,1,FALSE,100,,,
1233,0.94,1,FALSE,100,,,
1234,0.92,1,FALSE,100,,,
1235,0.9,1,FALSE,100,,,
1236,0.88,1,FALSE,100,,,
1237,0.86,1,FALSE,100,,,
1238,0.84,1,FALSE,100,,,
1239,0.82,1,FALSE,100,,,
1240,0.8,1,FALSE,100,,,
1241,0.78,1,FALSE,100,,,
1242,0.76,1,FALSE,100,,,
1243,0.74,1,FALSE,100,,,
1244,0.72,1,FALSE,100,,,
1245,0.7,1,FALSE,0,,,
1246,0.68,1,FALSE,0,,,
1247,0.66,1,FALSE,0,,,
1248,0.64,1,FALSE,0,,,
1249,0.62,1,FALSE,0,,,
1250,0.6,1,FALSE,0,,,
1251,0.58,1,FALSE,0,,,
1252,0.56,1,FALSE,0,,,
1253,0.54,1,FALSE,0,,,
1254,0.52,1,FALSE,0,,,
1255,0.5,1,FALSE,0,,,
1256,0.48,1,FALSE,0,,,
1257,0.46,1,FALSE,0,,,
1258,0.44,1,FALSE,0,,,
1259,0.42,1,FALSE,0,,,
1260,0.4,1,TRUE,0,,,
1261,0.45,1,TRUE,0,,,
1262,0.5,1,TRUE,0,,,
1263,0.55,1,TRUE,0,,,
1264,0.6,1,TRUE,0,,,
1265,0.65,1,TRUE,0,,,
1266,0.7,1,TRUE,0,,,
1267,0.75,1,TRUE,100,,,
1268,0.8,1,TRUE,100,,,
1269,0.85,1,TRUE,100,,,
1270,0.9,1,TRUE,100,,,
1271,0.95,1,TRUE,100,,,
1272,1,1,TRUE,100,,,
1273,1,1,TRUE,100,,,
1274,1,1,TRUE,100,,,
1275,1,1,TRUE,100,,,
1276,1,1,TRUE,100,,,
1277,1,1,TRUE,100,,,
1278,1,1,TRUE,100,,,
1279,1,1,TRUE,100,,,
1280,1,1,TRUE,100,,,
1281,1,1,TRUE,100,,,
1282,1,1,TRUE,100,,,
1283,1,1,TRUE,100,,,
1284,1,1,TRUE,100,,,
1285,1,1,TRUE,100,,,
1286,1,1,TRUE,100,,,
1287,1,1,TRUE,100,,,
1288,1,1,TRUE,100,,,
1289,1,1,TRUE,100,,,
1290,1,1,FALSE,100,,,
1291,0.98,1,FALSE,100,,,
1292,0.96,1,FALSE,100,,,
1293,0.94,1,FALSE,100,,,
1294,0.92,1,FALSE,100,,,
1295,0.9,1,FALSE,100,,,
1296,0.88,1,FALSE,100,,,
1297,0.86,1,FALSE,100,,,
1298,0.84,1,FALSE,100,,,
1299,0.82,1,FALSE,100,,,
1300,0.8,1,FALSE,100,,,
1301,0.78,1,FALSE,100,,,
1302,0.76,1,FALSE,100,,,
1303,0.74,1,FALSE,100,,,
1304,0.72,1,FALSE,100,,,
1305,0.7,1,FALSE,0,,,
1306,0.68,1,FALSE,0,,,
1307,0.66,1,FALSE,0,,,
1308,0.64,1,FALSE,0,,,
1309,0.62,1,FALSE,0,,,
1310,0.6,1,FALSE,0,,,
1311,0.58,1,FALSE,0,,,
1312,0.56,1,FALSE,0,,,
1313,0.54,1,FALSE,0,,,
1314,0.52,1,FALSE,0,,,
1315,0.5,1,FALSE,0,,,
1316,0.48,1,FALSE,0,,,
1317,0.46,1,FALSE,0,,,
1318,0.44,1,FALSE,0,,,
1319,0.42,1,FALSE,0,,,
1320,0.4,1,TRUE,0,,,
1321,0.45,1,TRUE,0,,,
1322,0.5,1,TRUE,0,,,
1323,0.55,1,TRUE,0,,,
1324,0.6,1,TRUE,0,,,
1325,0.65,1,TRUE,0,,,
1326,0.7,1,TRUE,0,,,
1327,0.75,1,TRUE,100,,,
1328,0.8,1,TRUE,100,,,
1329,0.85,1,TRUE,100,,,
1330,0.9,1,TRUE,100,,,
1331,0.95,1,TRUE,100,,,
1332,1,1,TRUE,100,,,
1333,1,1,TRUE,100,,,
1334,1,1,TRUE,100,,,
1335,1,1,TRUE,100,,,
1336,1,1,TRUE,100,,,
1337,1,1,TRUE,100,,,
1338,1,1,TRUE,100,,,
1339,1,1,TRUE,100,,,
1340,1,1,TRUE,100,,,
1341,1,1,TRUE,100,,,
1342,1,1,TRUE,100,,,
1343,1,1,TRUE,100,,,
1344,1,1,TRUE,100,,,
1345,1,1,TRUE,100,,,
1346,1,1,TRUE,100,,,
1347,1,1,TRUE,100,,,
1348,1,1,TRUE,100,,,
1349,1,1,TRUE,100,,,
1350,1,1,FALSE,100,,,
1351,0.98,1,FALSE,100,,,
1352,0.96,1,FALSE,100,,,
1353,0.94,1,FALSE,100,,,
1354,0.92,1,FALSE,100,,,
1355,0.9,1,FALSE,100,,,
1356,0.88,1,FALSE,100,,,
1357,0.86,1,FALSE,100,,,
1358,0.84,1,FALSE,100,,,
1359,0.82,1,FALSE,100,,,
1360,0.8,1,FALSE,100,,,
1361,0.78,1,FALSE,100,,,
1362,0.76,1,FALSE,100,,,
1363,0.74,1,FALSE,100,,,
1364,0.72,1,FALSE,100,,,
1365,0.7,1,FALSE,0,,,
1366,0.68,1,FALSE,0,,,
1367,0.66,1,FALSE,0,,,
1368,0.64,1,FALSE,0,,,
1369,0.62,1,FALSE,0,,,
1370,0.6,1,FALSE,0,,,
1371,0.58,1,FALSE,0,,,
1372,0.56,1,FALSE,0,,,
1373,0.54,1,FALSE,0,,,
1374,0.52,1,FALSE,0,,,
1375,0.5,1,FALSE,0,,,
1376,0.48,1,FALSE,0,,,
1377,0.46,1,FALSE,0,,,
1378,0.44,1,FALSE,0,,,
1379,0.42,1,FALSE,0,,,
1380,0.4,1,TRUE,0,,,
1381,0.45,1,TRUE,0,,,
1382,0.5,1,TRUE,0,,,
1383,0.55,1,TRUE,0,,,
1384,0.6,1,TRUE,0,,,
1385,0.65,1,TRUE,0,,,
1386,0.7,1,TRUE,0,,,
1387,0.75,1,TRUE,100,,,
1388,0.8,1,TRUE,100,,,
1389,0.85,1,TRUE,100,,,
1390,0.9,1,TRUE,100,,,
1391,0.95,1,TRUE,100,,,
1392,1,1,TRUE,100,,,
1393,1,1,TRUE,100,,,
1394,1,1,TRUE,100,,,
1395,1,1,TRUE,100,,,
1396,1,1,TRUE,100,,,
1397,1,1,TRUE,100,,,
1398,1,1,TRUE,100,,,
1399,1,1,TRUE,100,,,
1400,1,1,TRUE,100,,,
1401,1,1,TRUE,100,,,
1402,1,1,TRUE,100,,,
1403,1,1,TRUE,100,,,
1404,1,1,TRUE,100,,,
1405,1,1,TRUE,100,,,
1406,1,1,TRUE,100,,,
1407,1,1,TRUE,100,,,
1408,1,1,TRUE,100,,,
1409,1,1,TRUE,100,,,
1410,1,1,FALSE,100,,,
1411,0.98,1,FALSE,100,,,
1412,0.96,1,FALSE,100,,,
1413,0.94,1,FALSE,100,,,
1414,0.92,1,FALSE,100,,,
1415,0.9,1,FALSE,100,,,
1416,0.88,1,FALSE,100,,,
1417,0.86,1,FALSE,100,,,
1418,0.84,1,FALSE,100,,,
1419,0.82,1,FALSE,100,,,
1420,0.8,1,FALSE,100,,,
1421,0.78,1,FALSE,100,,,
1422,0.76,1,FALSE,100,,,
1423,0.74,1,FALSE,100,,,
1424,0.72,1,FALSE,100,,,
1425,0.7,1,FALSE,0,,,
1426,0.68,1,FALSE,0,,,
1427,0.66,1,FALSE,0,,,
1428,0.64,1,FALSE,0,,,
1429,0.62,1,FALSE,0,,,
1430,0.6,1,FALSE,0,,,
1431,0.58,1,FALSE,0,,,
1432,0.56,1,FALSE,0,,,
1433,0.54,1,FALSE,0,,,
1434,0.52,1,FALSE,0,,,
1435,0.5,1,FALSE,0,,,
1436,0.48,1,FALSE,0,,,
1437,0.46,1,FALSE,0,,,
1438,0.44,1,FALSE,0,,,
1439,0.42,1,FALSE,0,,,
1440,0.4,1,TRUE,0,,,
1441,0.45,1,TRUE,0,,,
1442,0.5,1,TRUE,0,,,
1443,0.55,1,TRUE,0,,,
1444,0.6,1,TRUE,0,,,
1445,0.65,1,TRUE,0,,,
1446,0.7,1,TRUE,0,,,
1447,0.75,1,TRUE,100,,,
1448,0.8,1,TRUE,100,,,
1449,0.85,1,TRUE,100,,,
1450,0.9,1,TRUE,100,,,
1451,0.95,1,TRUE,100,,,
1452,1,1,TRUE,100,,,
1453,1,1,TRUE,100,,,
1454,1,1,TRUE,100,,,
1455,1,1,TRUE,100,,,
1456,1,1,TRUE,100,,,
1457,1,1,TRUE,100,,,
1458,1,1,TRUE,100,,,
1459,1,1,TRUE,100,,,
1460,1,1,TRUE,100,,,
1461,1,1,TRUE,100,,,
1462,1,1,TRUE,100,,,
1463,1,1,TRUE,100,,,
1464,1,1,TRUE,100,,,
1465,1,1,TRUE,100,,,
1466,1,1,TRUE,100,,,
1467,1,1,TRUE,100,,,
1468,1,1,TRUE,100,,,
1469,1,1,TRUE,100,,,
1470,1,1,FALSE,100,,,
1471,0.98,1,FALSE,100,,,
1472,0.96,1,FALSE,100,,,
1473,0.94,1,FALSE,100,,,
1474,0.92,1,FALSE,100,,,
1475,0.9,1,FALSE,100,,,
1476,0.88,1,FALSE,100,,,
1477,0.86,1,FALSE,100,,,
1478,0.84,1,FALSE,100,,,
1479,0.82,1,FALSE,100,,,
1480,0.8,1,FALSE,100,,,
1481,0.78,1,FALSE,100,,,
1482,0.76,1,FALSE,100,,,
1483,0.74,1,FALSE,100,,,
1484,0.72,1,FALSE,100,,,
1485,0.7,1,FALSE,0,,,
1486,0.68,1,FALSE,0,,,
1487,0.66,1,FALSE,0,,,
1488,0.64,1,FALSE,0,,,
1489,0.62,1,FALSE,0,,,
1490,0.6,1,FALSE,0,,,
1491,0.58,1,FALSE,0,,,
1492,0.56,1,FALSE,0,,,
1493,0.54,1,FALSE,0,,,
1494,0.52,1,FALSE,0,,,
1495,0.5,1,FALSE,0,,,
1496,0.48,1,FALSE,0,,,
1497,0.46,1,FALSE,0,,,
1498,0.44,1,FALSE,0,,,
1499,0.42,1,FALSE,0,,,
1500,0.4,1,TRUE,0,,,
1501,0.45,1,TRUE,0,,,
1502,0.5,1,TRUE,0,,,
1503,0.55,1,TRUE,0,,,
1504,0.6,1,TRUE,0,,,
1505,0.65,1,TRUE,0,,,
1506,0.7,1,TRUE,0,,,
1507,0.75,1,TRUE,100,,,
1508,0.8,1,TRUE,100,,,
1509,0.85,1,TRUE,100,,,
1510,0.9,1,TRUE,100,,,
1511,0.95,1,TRUE,100,,,
1512,1,1,TRUE,100,,,
1513,1,1,TRUE,100,,,
1514,1,1,TRUE,100,,,
1515,1,1,TRUE,100,,,
1516,1,1,TRUE,100,,,
1517,1,1,TRUE,100,,,
1518,1,1,TRUE,100,,,
1519,1,1,TRUE,100,,,
1520,1,1,TRUE,100,,,
1521,1,1,TRUE,100,,,
1522,1,1,TRUE,100,,,
1523,1,1,TRUE,100,,,
1524,1,1,TRUE,100,,,
1525,1,1,TRUE,100,,,
1526,1,1,TRUE,100,,,
1527,1,1,TRUE,100,,,
1528,1,1,TRUE,100,,,
1529,1,1,TRUE,100,,,
1530,1,1,FALSE,100,,,
1531,0.98,1,FALSE,100,,,
1532,0.96,1,FALSE,100,,,
1533,0.94,1,FALSE,100,,,
1534,0.92,1,FALSE,100,,,
1535,0.9,1,FALSE,100,,,
1536,0.88,1,FALSE,100,,,
1537,0.86,1,FALSE,100,,,
1538,0.84,1,FALSE,100,,,
1539,0.82,1,FALSE,100,,,
1540,0.8,1,FALSE,100,,,
1541,0.78,1,FALSE,100,,,
1542,0.76,1,FALSE,100,,,
1543,0.74,1,FALSE,100,,,
1544,0.72,1,FALSE,100,,,
1545,0.7,1,FALSE,0,,,
1546,0.68,1,FALSE,0,,,
1547,0.66,1,FALSE,0,,,
1548,0.64,1,FALSE,0,,,
1549,0.62,1,FALSE,0,,,
1550,0.6,1,FALSE,0,,,
1551,0.58,1,FALSE,0,,,
1552,0.56,1,FALSE,0,,,
1553,0.54,1,FALSE,0,,,
1554,0.52,1,FALSE,0,,,
