Column1,Avg attention,Avg Performance,Column4,Column5,,,
1555,0.5,1,FALSE,0,,,
1556,0.48,1,FALSE,0,,,
1557,0.46,1,FALSE,0,,,
1558,0.44,1,FALSE,0,,,
1559,0.42,1,FALSE,0,,,
1560,0.4,1,TRUE,0,,,
1561,0.45,1,TRUE,0,,,
1562,0.5,1,TRUE,0,,,
1563,0.55,1,TRUE,0,,,
1564,0.6,1,TRUE,0,,,
1565,0.65,1,TRUE,0,,,
1566,0.7,1,TRUE,0,,,
1567,0.75,1,TRUE,100,,,
1568,0.8,1,TRUE,100,,,
1569,0.85,1,TRUE,100,,,
1570,0.9,1,TRUE,100,,,
1571,0.95,1,TRUE,100,,,
1572,1,1,TRUE,100,,,
1573,1,1,TRUE,100,,,
1574,1,1,TRUE,100,,,
1575,1,1,TRUE,100,,,
1576,1,1,TRUE,100,,,
1577,1,1,TRUE,100,,,
1578,1,1,TRUE,100,,,
1579,1,1,TRUE,100,,,
1580,1,1,TRUE,100,,,
1581,1,1,TRUE,100,,,
1582,1,1,TRUE,100,,,
1583,1,1,TRUE,100,,,
1584,1,1,TRUE,100,,,
1585,1,1,TRUE,100,,,
1586,1,1,TRUE,100,,,
1587,1,1,TRUE,100,,,
1588,1,1,TRUE,100,,,
1589,1,1,TRUE,100,,,
1590,1,1,FALSE,100,,,
1591,0.98,1,FALSE,100,,,
1592,0.96,1,FALSE,100,,,
1593,0.94,1,FALSE,100,,,
1594,0.92,1,FALSE,100,,,
1595,0.9,1,FALSE,100,,,
1596,0.88,1,FALSE,100,,,
1597,0.86,1,FALSE,100,,,
1598,0.84,1,FALSE,100,,,
1599,0.82,1,FALSE,100,,,
1600,0.8,1,FALSE,100,,,
1601,0.78,1,FALSE,100,,,
1602,0.76,1,FALSE,100,,,
1603,0.74,1,FALSE,100,,,
1604,0.72,1,FALSE,100,,,
1605,0.7,1,FALSE,0,,,
1606,0.68,1,FALSE,0,,,
1607,0.66,1,FALSE,0,,,
1608,0.64,1,FALSE,0,,,
1609,0.62,1,FALSE,0,,,
1610,0.6,1,FALSE,0,,,
1611,0.58,1,FALSE,0,,,
1612,0.56,1,FALSE,0,,,
1613,0.54,1,FALSE,0,,,
1614,0.52,1,FALSE,0,,,
1615,0.5,1,FALSE,0,,,
1616,0.48,1,FALSE,0,,,
1617,0.46,1,FALSE,0,,,
1618,0.44,1,FALSE,0,,,
1619,0.42,1,FALSE,0,,,
1620,0.4,1,TRUE,0,,,
1621,0.45,1,TRUE,0,,,
1622,0.5,1,TRUE,0,,,
1623,0.55,1,TRUE,0,,,
1624,0.6,1,TRUE,0,,,
1625,0.65,1,TRUE,0,,,
1626,0.7,1,TRUE,0,,,
1627,0.75,1,TRUE,100,,,
1628,0.8,1,TRUE,100,,,
1629,0.85,1,TRUE,100,,,
1630,0.9,1,TRUE,100,,,
1631,0.95,1,TRUE,100,,,
1632,1,1,TRUE,100,,,
1633,1,1,TRUE,100,,,
1634,1,1,TRUE,100,,,
1635,1,1,TRUE,100,,,
1636,1,1,TRUE,100,,,
1637,1,1,TRUE,100,,,
1638,1,1,TRUE,100,,,
1639,1,1,TRUE,100,,,
1640,1,1,TRUE,100,,,
1641,1,1,TRUE,100,,,
1642,1,1,TRUE,100,,,
1643,1,1,TRUE,100,,,
1644,1,1,TRUE,100,,,
1645,1,1,TRUE,100,,,
1646,1,1,TRUE,100,,,
1647,1,1,TRUE,100,,,
1648,1,1,TRUE,100,,,
1649,1,1,TRUE,100,,,
1650,1,1,FALSE,100,,,
1651,0.98,1,FALSE,100,,,
1652,0.96,1,FALSE,100,,,
1653,0.94,1,FALSE,100,,,
1654,0.92,1,FALSE,100,,,
1655,0.9,1,FALSE,100,,,
1656,0.88,1,FALSE,100,,,
1657,0.86,1,FALSE,100,,,
1658,0.84,1,FALSE,100,,,
1659,0.82,1,FALSE,100,,,
1660,0.8,1,FALSE,100,,,
1661,0.78,1,FALSE,100,,,
1662,0.76,1,FALSE,100,,,
1663,0.74,1,FALSE,100,,,
1664,0.72,1,FALSE,100,,,
1665,0.7,1,FALSE,0,,,
1666,0.68,1,FALSE,0,,,
1667,0.66,1,FALSE,0,,,
1668,0.64,1,FALSE,0,,,
1669,0.62,1,FALSE,0,,,
1670,0.6,1,FALSE,0,,,
1671,0.58,1,FALSE,0,,,
1672,0.56,1,FALSE,0,,,
1673,0.54,1,FALSE,0,,,
1674,0.52,1,FALSE,0,,,
1675,0.5,1,FALSE,0,,,
1676,0.48,1,FALSE,0,,,
1677,0.46,1,FALSE,0,,,
1678,0.44,1,FALSE,0,,,
1679,0.42,1,FALSE,0,,,
1680,0.4,1,TRUE,0,,,
1681,0.45,1,TRUE,0,,,
1682,0.5,1,TRUE,0,,,
1683,0.55,1,TRUE,0,,,
1684,0.6,1,TRUE,0,,,
1685,0.65,1,TRUE,0,,,
1686,0.7,1,TRUE,0,,,
1687,0.75,1,TRUE,100,,,
1688,0.8,1,TRUE,100,,,
1689,0.85,1,TRUE,100,,,
1690,0.9,1,TRUE,100,,,
1691,0.95,1,TRUE,100,,,
1692,1,1,TRUE,100,,,
1693,1,1,TRUE,100,,,
1694,1,1,TRUE,100,,,
1695,1,1,TRUE,100,,,
1696,1,1,TRUE,100,,,
1697,1,1,TRUE,100,,,
1698,1,1,TRUE,100,,,
1699,1,1,TRUE,100,,,
1700,1,1,TRUE,100,,,
1701,1,1,TRUE,100,,,
1702,1,1,TRUE,100,,,
1703,1,1,TRUE,100,,,
1704,1,1,TRUE,100,,,
1705,1,1,TRUE,100,,,
1706,1,1,TRUE,100,,,
1707,1,1,TRUE,100,,,
1708,1,1,TRUE,100,,,
1709,1,1,TRUE,100,,,
1710,1,1,FALSE,100,,,
1711,0.98,1,FALSE,100,,,
1712,0.96,1,FALSE,100,,,
1713,0.94,1,FALSE,100,,,
1714,0.92,1,FALSE,100,,,
1715,0.9,1,FALSE,100,,,
1716,0.88,1,FALSE,100,,,
1717,0.86,1,FALSE,100,,,
1718,0.84,1,FALSE,100,,,
1719,0.82,1,FALSE,100,,,
1720,0.8,1,FALSE,100,,,
1721,0.78,1,FALSE,100,,,
1722,0.76,1,FALSE,100,,,
1723,0.74,1,FALSE,100,,,
1724,0.72,1,FALSE,100,,,
1725,0.7,1,FALSE,0,,,
1726,0.68,1,FALSE,0,,,
1727,0.66,1,FALSE,0,,,
1728,0.64,1,FALSE,0,,,
1729,0.62,1,FALSE,0,,,
1730,0.6,1,FALSE,0,,,
1731,0.58,1,FALSE,0,,,
1732,0.56,1,FALSE,0,,,
1733,0.54,1,FALSE,0,,,
1734,0.52,1,FALSE,0,,,
1735,0.5,1,FALSE,0,,,
1736,0.48,1,FALSE,0,,,
1737,0.46,1,FALSE,0,,,
1738,0.44,1,FALSE,0,,,
1739,0.42,1,FALSE,0,,,
1740,0.4,1,TRUE,0,,,
1741,0.45,1,TRUE,0,,,
1742,0.5,1,TRUE,0,,,
1743,0.55,1,TRUE,0,,,
1744,0.6,1,TRUE,0,,,
1745,0.65,1,TRUE,0,,,
1746,0.7,1,TRUE,0,,,
1747,0.75,1,TRUE,100,,,
1748,0.8,1,TRUE,100,,,
1749,0.85,1,TRUE,100,,,
1750,0.9,1,TRUE,100,,,
1751,0.95,1,TRUE,100,,,
1752,1,1,TRUE,100,,,
1753,1,1,TRUE,100,,,
1754,1,1,TRUE,100,,,
1755,1,1,TRUE,100,,,
1756,1,1,TRUE,100,,,
1757,1,1,TRUE,100,,,
1758,1,1,TRUE,100,,,
1759,1,1,TRUE,100,,,
1760,1,1,TRUE,100,,,
1761,1,1,TRUE,100,,,
1762,1,1,TRUE,100,,,
1763,1,1,TRUE,100,,,
1764,1,1,TRUE,100,,,
1765,1,1,TRUE,100,,,
1766,1,1,TRUE,100,,,
1767,1,1,TRUE,100,,,
1768,1,1,TRUE,100,,,
1769,1,1,TRUE,100,,,
1770,1,1,FALSE,100,,,
1771,0.98,1,FALSE,100,,,
1772,0.96,1,FALSE,100,,,
1773,0.94,1,FALSE,100,,,
1774,0.92,1,FALSE,100,,,
1775,0.9,1,FALSE,100,,,
1776,0.88,1,FALSE,100,,,
1777,0.86,1,FALSE,100,,,
1778,0.84,1,FALSE,100,,,
1779,0.82,1,FALSE,100,,,
1780,0.8,1,FALSE,100,,,
1781,0.78,1,FALSE,100,,,
1782,0.76,1,FALSE,100,,,
1783,0.74,1,FALSE,100,,,
1784,0.72,1,FALSE,100,,,
1785,0.7,1,FALSE,0,,,
1786,0.68,1,FALSE,0,,,
1787,0.66,1,FALSE,0,,,
1788,0.64,1,FALSE,0,,,
1789,0.62,1,FALSE,0,,,
1790,0.6,1,FALSE,0,,,
1791,0.58,1,FALSE,0,,,
1792,0.56,1,FALSE,0,,,
1793,0.54,1,FALSE,0,,,
1794,0.52,1,FALSE,0,,,
1795,0.5,1,FALSE,0,,,
1796,0.48,1,FALSE,0,,,
1797,0.46,1,FALSE,0,,,
1798,0.44,1,FALSE,0,,,
1799,0.42,1,FALSE,0,,,
1800,0.4,1,TRUE,0,,,
1801,0.45,1,TRUE,0,,,
1802,0.5,1,TRUE,0,,,
1803,0.55,1,TRUE,0,,,
1804,0.6,1,TRUE,0,,,
1805,0.65,1,TRUE,0,,,
1806,0.7,1,TRUE,0,,,
1807,0.75,1,TRUE,100,,,
1808,0.8,1,TRUE,100,,,
1809,0.85,1,TRUE,100,,,
1810,0.9,1,TRUE,100,,,
1811,0.95,1,TRUE,100,,,
1812,1,1,TRUE,100,,,
1813,1,1,TRUE,100,,,
1814,1,1,TRUE,100,,,
1815,1,1,TRUE,100,,,
1816,1,1,TRUE,100,,,
1817,1,1,TRUE,100,,,
1818,1,1,TRUE,100,,,
1819,1,1,TRUE,100,,,
1820,1,1,TRUE,100,,,
1821,1,1,TRUE,100,,,
1822,1,1,TRUE,100,,,
1823,1,1,TRUE,100,,,
1824,1,1,TRUE,100,,,
1825,1,1,TRUE,100,,,
1826,1,1,TRUE,100,,,
1827,1,1,TRUE,100,,,
1828,1,1,TRUE,100,,,
1829,1,1,TRUE,100,,,
1830,1,1,FALSE,100,,,
1831,0.98,1,FALSE,100,,,
1832,0.96,1,FALSE,100,,,
1833,0.94,1,FALSE,100,,,
1834,0.92,1,FALSE,100,,,
1835,0.9,1,FALSE,100,,,
1836,0.88,1,FALSE,100,,,
1837,0.86,1,FALSE,100,,,
1838,0.84,1,FALSE,100,,,
1839,0.82,1,FALSE,100,,,
1840,0.8,1,FALSE,100,,,
1841,0.78,1,FALSE,100,,,
1842,0.76,1,FALSE,100,,,
1843,0.74,1,FALSE,100,,,
1844,0.72,1,FALSE,100,,,
1845,0.7,1,FALSE,0,,,
1846,0.68,1,FALSE,0,,,
1847,0.66,1,FALSE,0,,,
1848,0.64,1,FALSE,0,,,
1849,0.62,1,FALSE,0,,,
1850,0.6,1,FALSE,0,,,
1851,0.58,1,FALSE,0,,,
1852,0.56,1,FALSE,0,,,
1853,0.54,1,FALSE,0,,,
1854,0.52,1,FALSE,0,,,
1855,0.5,1,FALSE,0,,,
1856,0.48,1,FALSE,0,,,
1857,0.46,1,FALSE,0,,,
1858,0.44,1,FALSE,0,,,
1859,0.42,1,FALSE,0,,,
1860,0.4,1,TRUE,0,,,
1861,0.45,1,TRUE,0,,,
1862,0.5,1,TRUE,0,,,
1863,0.55,1,TRUE,0,,,
1864,0.6,1,TRUE,0,,,
1865,0.65,1,TRUE,0,,,
1866,0.7,1,TRUE,0,,,
1867,0.75,1,TRUE,100,,,
1868,0.8,1,TRUE,100,,,
1869,0.85,1,TRUE,100,,,
1870,0.9,1,TRUE,100,,,
1871,0.95,1,TRUE,100,,,
1872,1,1,TRUE,100,,,
1873,1,1,TRUE,100,,,
1874,1,1,TRUE,100,,,
1875,1,1,TRUE,100,,,
1876,1,1,TRUE,100,,,
1877,1,1,TRUE,100,,,
1878,1,1,TRUE,100,,,
1879,1,1,TRUE,100,,,
1880,1,1,TRUE,100,,,
1881,1,1,TRUE,100,,,
1882,1,1,TRUE,100,,,
1883,1,1,TRUE,100,,,
1884,1,1,TRUE,100,,,
1885,1,1,TRUE,100,,,
1886,1,1,TRUE,100,,,
1887,1,1,TRUE,100,,,
1888,1,1,TRUE,100,,,
1889,1,1,TRUE,100,,,
1890,1,1,FALSE,100,,,
1891,0.98,1,FALSE,100,,,
1892,0.96,1,FALSE,100,,,
1893,0.94,1,FALSE,100,,,
1894,0.92,1,FALSE,100,,,
1895,0.9,1,FALSE,100,,,
1896,0.88,1,FALSE,100,,,
1897,0.86,1,FALSE,100,,,
1898,0.84,1,FALSE,100,,,
1899,0.82,1,FALSE,100,,,
1900,0.8,1,FALSE,100,,,
1901,0.78,1,FALSE,100,,,
1902,0.76,1,FALSE,100,,,
1903,0.74,1,FALSE,100,,,
1904,0.72,1,FALSE,100,,,
1905,0.7,1,FALSE,0,,,
1906,0.68,1,FALSE,0,,,
1907,0.66,1,FALSE,0,,,
1908,0.64,1,FALSE,0,,,
1909,0.62,1,FALSE,0,,,
1910,0.6,1,FALSE,0,,,
1911,0.58,1,FALSE,0,,,
1912,0.56,1,FALSE,0,,,
1913,0.54,1,FALSE,0,,,
1914,0.52,1,FALSE,0,,,
1915,0.5,1,FALSE,0,,,
1916,0.48,1,FALSE,0,,,
1917,0.46,1,FALSE,0,,,
1918,0.44,1,FALSE,0,,,
1919,0.42,1,FALSE,0,,,
1920,0.4,1,TRUE,0,,,
1921,0.45,1,TRUE,0,,,
1922,0.5,1,TRUE,0,,,
1923,0.55,1,TRUE,0,,,
1924,0.6,1,TRUE,0,,,
1925,0.65,1,TRUE,0,,,
1926,0.7,1,TRUE,0,,,
1927,0.75,1,TRUE,100,,,
1928,0.8,1,TRUE,100,,,
1929,0.85,1,TRUE,100,,,
1930,0.9,1,TRUE,100,,,
1931,0.95,1,TRUE,100,,,
1932,1,1,TRUE,100,,,
1933,1,1,TRUE,100,,,
1934,1,1,TRUE,100,,,
1935,1,1,TRUE,100,,,
1936,1,1,TRUE,100,,,
1937,1,1,TRUE,100,,,
1938,1,1,TRUE,100,,,
1939,1,1,TRUE,100,,,
1940,1,1,TRUE,100,,,
1941,1,1,TRUE,100,,,
1942,1,1,TRUE,100,,,
1943,1,1,TRUE,100,,,
1944,1,1,TRUE,100,,,
1945,1,1,TRUE,100,,,
1946,1,1,TRUE,100,,,
1947,1,1,TRUE,100,,,
1948,1,1,TRUE,100,,,
1949,1,1,TRUE,100,,,
1950,1,1,FALSE,100,,,
1951,0.98,1,FALSE,100,,,
1952,0.96,1,FALSE,100,,,
1953,0.94,1,FALSE,100,,,
1954,0.92,1,FALSE,100,,,
1955,0.9,1,FALSE,100,,,
1956,0.88,1,FALSE,100,,,
1957,0.86,1,FALSE,100,,,
1958,0.84,1,FALSE,100,,,
1959,0.82,1,FALSE,100,,,
1960,0.8,1,FALSE,100,,,
1961,0.78,1,FALSE,100,,,
1962,0.76,1,FALSE,100,,,
1963,0.74,1,FALSE,100,,,
1964,0.72,1,FALSE,100,,,
1965,0.7,1,FALSE,0,,,
1966,0.68,1,FALSE,0,,,
1967,0.66,1,FALSE,0,,,
1968,0.64,1,FALSE,0,,,
1969,0.62,1,FALSE,0,,,
1970,0.6,1,FALSE,0,,,
1971,0.58,1,FALSE,0,,,
1972,0.56,1,FALSE,0,,,
1973,0.54,1,FALSE,0,,,
1974,0.52,1,FALSE,0,,,
1975,0.5,1,FALSE,0,,,
1976,0.48,1,FALSE,0,,,
1977,0.46,1,FALSE,0,,,
1978,0.44,1,FALSE,0,,,
1979,0.42,1,FALSE,0,,,
1980,0.4,1,TRUE,0,,,
1981,0.45,1,TRUE,0,,,
1982,0.5,1,TRUE,0,,,
1983,0.55,1,TRUE,0,,,
1984,0.6,1,TRUE,0,,,
1985,0.65,1,TRUE,0,,,
1986,0.7,1,TRUE,0,,,
1987,0.75,1,TRUE,100,,,
1988,0.8,1,TRUE,100,,,
1989,0.85,1,TRUE,100,,,
1990,0.9,1,TRUE,100,,,
1991,0.95,1,TRUE,100,,,
1992,1,1,TRUE,100,,,
1993,1,1,TRUE,100,,,
1994,1,1,TRUE,100,,,
1995,1,1,TRUE,100,,,
1996,1,1,TRUE,100,,,
1997,1,1,TRUE,100,,,
1998,1,1,TRUE,100,,,
1999,1,1,TRUE,100,,,
2000,1,1,TRUE,100,,,
2001,1,1,TRUE,100,,,
2002,1,1,TRUE,100,,,
2003,1,1,TRUE,100,,,
2004,1,1,TRUE,100,,,
2005,1,1,TRUE,100,,,
2006,1,1,TRUE,100,,,
2007,1,1,TRUE,100,,,
2008,1,1,TRUE,100,,,
2009,1,1,TRUE,100,,,
2010,1,1,FALSE,100,,,
2011,0.98,1,FALSE,100,,,
2012,0.96,1,FALSE,100,,,
2013,0.94,1,FALSE,100,,,
2014,0.92,1,FALSE,100,,,
2015,0.9,1,FALSE,100,,,
2016,0.88,1,FALSE,100,,,
2017,0.86,1,FALSE,100,,,
2018,0.84,1,FALSE,100,,,
2019,0.82,1,FALSE,100,,,
2020,0.8,1,FALSE,100,,,
2021,0.78,1,FALSE,100,,,
2022,0.76,1,FALSE,100,,,
2023,0.74,1,FALSE,100,,,
2024,0.72,1,FALSE,100,,,
2025,0.7,1,FALSE,0,,,
2026,0.68,1,FALSE,0,,,
2027,0.66,1,FALSE,0,,,
2028,0.64,1,FALSE,0,,,
2029,0.62,1,FALSE,0,,,
2030,0.6,1,FALSE,0,,,
2031,0.58,1,FALSE,0,,,
2032,0.56,1,FALSE,0,,,
2033,0.54,1,FALSE,0,,,
2034,0.52,1,FALSE,0,,,
2035,0.5,1,FALSE,0,,,
2036,0.48,1,FALSE,0,,,
2037,0.46,1,FALSE,0,,,
2038,0.44,1,FALSE,0,,,
2039,0.42,1,FALSE,0,,,
2040,0.4,1,TRUE,0,,,
2041,0.45,1,TRUE,0,,,
2042,0.5,1,TRUE,0,,,
2043,0.55,1,TRUE,0,,,
2044,0.6,1,TRUE,0,,,
2045,0.65,1,TRUE,0,,,
2046,0.7,1,TRUE,0,,,
2047,0.75,1,TRUE,100,,,
2048,0.8,1,TRUE,100,,,
2049,0.85,1,TRUE,100,,,
2050,0.9,1,TRUE,100,,,
2051,0.95,1,TRUE,100,,,
2052,1,1,TRUE,100,,,
2053,1,1,TRUE,100,,,
2054,1,1,TRUE,100,,,
2055,1,1,TRUE,100,,,
2056,1,1,TRUE,100,,,
2057,1,1,TRUE,100,,,
2058,1,1,TRUE,100,,,
2059,1,1,TRUE,100,,,
2060,1,1,TRUE,100,,,
2061,1,1,TRUE,100,,,
2062,1,1,TRUE,100,,,
2063,1,1,TRUE,100,,,
2064,1,1,TRUE,100,,,
2065,1,1,TRUE,100,,,
2066,1,1,TRUE,100,,,
2067,1,1,TRUE,100,,,
2068,1,1,TRUE,100,,,
2069,1,1,TRUE,100,,,
2070,1,1,FALSE,100,,,
2071,0.98,1,FALSE,100,,,
2072,0.96,1,FALSE,100,,,
2073,0.94,1,FALSE,100,,,
2074,0.92,1,FALSE,100,,,
2075,0.9,1,FALSE,100,,,
2076,0.88,1,FALSE,100,,,
2077,0.86,1,FALSE,100,,,
2078,0.84,1,FALSE,100,,,
2079,0.82,1,FALSE,100,,,
2080,0.8,1,FALSE,100,,,
2081,0.78,1,FALSE,100,,,
2082,0.76,1,FALSE,100,,,
2083,0.74,1,FALSE,100,,,
2084,0.72,1,FALSE,100,,,
2085,0.7,1,FALSE,0,,,
2086,0.68,1,FALSE,0,,,
2087,0.66,1,FALSE,0,,,
2088,0.64,1,FALSE,0,,,
2089,0.62,1,FALSE,0,,,
2090,0.6,1,FALSE,0,,,
2091,0.58,1,FALSE,0,,,
2092,0.56,1,FALSE,0,,,
2093,0.54,1,FALSE,0,,,
2094,0.52,1,FALSE,0,,,
2095,0.5,1,FALSE,0,,,
2096,0.48,1,FALSE,0,,,
2097,0.46,1,FALSE,0,,,
2098,0.44,1,FALSE,0,,,
2099,0.42,1,FALSE,0,,,
2100,0.4,1,TRUE,0,,,
2101,0.45,1,TRUE,0,,,
2102,0.5,1,TRUE,0,,,
2103,0.55,1,TRUE,0,,,
2104,0.6,1,TRUE,0,,,
2105,0.65,1,TRUE,0,,,
2106,0.7,1,TRUE,0,,,
2107,0.75,1,TRUE,100,,,
2108,0.8,1,TRUE,100,,,
2109,0.85,1,TRUE,100,,,
2110,0.9,1,TRUE,100,,,
2111,0.95,1,TRUE,100,,,
2112,1,1,TRUE,100,,,
2113,1,1,TRUE,100,,,
2114,1,1,TRUE,100,,,
2115,1,1,TRUE,100,,,
2116,1,1,TRUE,100,,,
2117,1,1,TRUE,100,,,
2118,1,1,TRUE,100,,,
2119,1,1,TRUE,100,,,
2120,1,1,TRUE,100,,,
2121,1,1,TRUE,100,,,
2122,1,1,TRUE,100,,,
2123,1,1,TRUE,100,,,
2124,1,1,TRUE,100,,,
2125,1,1,TRUE,100,,,
2126,1,1,TRUE,100,,,
2127,1,1,TRUE,100,,,
2128,1,1,TRUE,100,,,
2129,1,1,TRUE,100,,,
2130,1,1,FALSE,100,,,
2131,0.98,1,FALSE,100,,,
2132,0.96,1,FALSE,100,,,
2133,0.94,1,FALSE,100,,,
2134,0.92,1,FALSE,100,,,
2135,0.9,1,FALSE,100,,,
2136,0.88,1,FALSE,100,,,
2137,0.86,1,FALSE,100,,,
2138,0.84,1,FALSE,100,,,
2139,0.82,1,FALSE,100,,,
2140,0.8,1,FALSE,100,,,
2141,0.78,1,FALSE,100,,,
2142,0.76,1,FALSE,100,,,
2143,0.74,1,FALSE,100,,,
2144,0.72,1,FALSE,100,,,
2145,0.7,1,FALSE,0,,,
2146,0.68,1,FALSE,0,,,
2147,0.66,1,FALSE,0,,,
2148,0.64,1,FALSE,0,,,
2149,0.62,1,FALSE,0,,,
2150,0.6,1,FALSE,0,,,
2151,0.58,1,FALSE,0,,,
2152,0.56,1,FALSE,0,,,
2153,0.54,1,FALSE,0,,,
2154,0.52,1,FALSE,0,,,
2155,0.5,1,FALSE,0,,,
2156,0.48,1,FALSE,0,,,
2157,0.46,1,FALSE,0,,,
2158,0.44,1,FALSE,0,,,
2159,0.42,1,FALSE,0,,,
2160,0.4,1,TRUE,0,,,
2161,0.45,1,TRUE,0,,,
2162,0.5,1,TRUE,0,,,
2163,0.55,1,TRUE,0,,,
2164,0.6,1,TRUE,0,,,
2165,0.65,1,TRUE,0,,,
2166,0.7,1,TRUE,0,,,
2167,0.75,1,TRUE,100,,,
2168,0.8,1,TRUE,100,,,
2169,0.85,1,TRUE,100,,,
2170,0.9,1,TRUE,100,,,
2171,0.95,1,TRUE,100,,,
2172,1,1,TRUE,100,,,
2173,1,1,TRUE,100,,,
2174,1,1,TRUE,100,,,
2175,1,1,TRUE,100,,,
2176,1,1,TRUE,100,,,
2177,1,1,TRUE,100,,,
2178,1,1,TRUE,100,,,
2179,1,1,TRUE,100,,,
2180,1,1,TRUE,100,,,
2181,1,1,TRUE,100,,,
2182,1,1,TRUE,100,,,
2183,1,1,TRUE,100,,,
2184,1,1,TRUE,100,,,
2185,1,1,TRUE,100,,,
2186,1,1,TRUE,100,,,
2187,1,1,TRUE,100,,,
2188,1,1,TRUE,100,,,
2189,1,1,TRUE,100,,,
2190,1,1,FALSE,100,,,
2191,0.98,1,FALSE,100,,,
2192,0.96,1,FALSE,100,,,
2193,0.94,1,FALSE,100,,,
2194,0.92,1,FALSE,100,,,
2195,0.9,1,FALSE,100,,,
2196,0.88,1,FALSE,100,,,
2197,0.86,1,FALSE,100,,,
2198,0.84,1,FALSE,100,,,
2199,0.82,1,FALSE,100,,,
2200,0.8,1,FALSE,100,,,
2201,0.78,1,FALSE,100,,,
2202,0.76,1,FALSE,100,,,
2203,0.74,1,FALSE,100,,,
2204,0.72,1,FALSE,100,,,
2205,0.7,1,FALSE,0,,,
2206,0.68,1,FALSE,0,,,
2207,0.66,1,FALSE,0,,,
2208,0.64,1,FALSE,0,,,
2209,0.62,1,FALSE,0,,,
2210,0.6,1,FALSE,0,,,
2211,0.58,1,FALSE,0,,,
2212,0.56,1,FALSE,0,,,
2213,0.54,1,FALSE,0,,,
2214,0.52,1,FALSE,0,,,
2215,0.5,1,FALSE,0,,,
2216,0.48,1,FALSE,0,,,
2217,0.46,1,FALSE,0,,,
2218,0.44,1,FALSE,0,,,
2219,0.42,1,FALSE,0,,,
2220,0.4,1,TRUE,0,,,
2221,0.45,1,TRUE,0,,,
2222,0.5,1,TRUE,0,,,
2223,0.55,1,TRUE,0,,,
2224,0.6,1,TRUE,0,,,
2225,0.65,1,TRUE,0,,,
2226,0.7,1,TRUE,0,,,
2227,0.75,1,TRUE,100,,,
2228,0.8,1,TRUE,100,,,
2229,0.85,1,TRUE,100,,,
2230,0.9,1,TRUE,100,,,
2231,0.95,1,TRUE,100,,,
2232,1,1,TRUE,100,,,
2233,1,1,TRUE,100,,,
2234,1,1,TRUE,100,,,
2235,1,1,TRUE,100,,,
2236,1,1,TRUE,100,,,
2237,1,1,TRUE,100,,,
2238,1,1,TRUE,100,,,
2239,1,1,TRUE,100,,,
2240,1,1,TRUE,100,,,
2241,1,1,TRUE,100,,,
2242,1,1,TRUE,100,,,
2243,1,1,TRUE,100,,,
2244,1,1,TRUE,100,,,
2245,1,1,TRUE,100,,,
2246,1,1,TRUE,100,,,
2247,1,1,TRUE,100,,,
2248,1,1,TRUE,100,,,
2249,1,1,TRUE,100,,,
2250,1,1,FALSE,100,,,
2251,0.98,1,FALSE,100,,,
2252,0.96,1,FALSE,100,,,
2253,0.94,1,FALSE,100,,,
2254,0.92,1,FALSE,100,,,
2255,0.9,1,FALSE,100,,,
2256,0.88,1,FALSE,100,,,
2257,0.86,1,FALSE,100,,,
2258,0.84,1,FALSE,100,,,
2259,0.82,1,FALSE,100,,,
2260,0.8,1,FALSE,100,,,
2261,0.78,1,FALSE,100,,,
2262,0.76,1,FALSE,100,,,
2263,0.74,1,FALSE,100,,,
2264,0.72,1,FALSE,100,,,
2265,0.7,1,FALSE,0,,,
2266,0.68,1,FALSE,0,,,
2267,0.66,1,FALSE,0,,,
2268,0.64,1,FALSE,0,,,
2269,0.62,1,FALSE,0,,,
2270,0.6,1,FALSE,0,,,
2271,0.58,1,FALSE,0,,,
2272,0.56,1,FALSE,0,,,
2273,0.54,1,FALSE,0,,,
2274,0.52,1,FALSE,0,,,
2275,0.5,1,FALSE,0,,,
2276,0.48,1,FALSE,0,,,
2277,0.46,1,FALSE,0,,,
2278,0.44,1,FALSE,0,,,
2279,0.42,1,FALSE,0,,,
2280,0.4,1,TRUE,0,,,
2281,0.45,1,TRUE,0,,,
2282,0.5,1,TRUE,0,,,
2283,0.55,1,TRUE,0,,,
2284,0.6,1,TRUE,0,,,
2285,0.65,1,TRUE,0,,,
2286,0.7,1,TRUE,0,,,
2287,0.75,1,TRUE,100,,,
2288,0.8,1,TRUE,100,,,
2289,0.85,1,TRUE,100,,,
2290,0.9,1,TRUE,100,,,
2291,0.95,1,TRUE,100,,,
2292,1,1,TRUE,100,,,
2293,1,1,TRUE,100,,,
2294,1,1,TRUE,100,,,
2295,1,1,TRUE,100,,,
2296,1,1,TRUE,100,,,
2297,1,1,TRUE,100,,,
2298,1,1,TRUE,100,,,
2299,1,1,TRUE,100,,,
2300,1,1,TRUE,100,,,
2301,1,1,TRUE,100,,,
2302,1,1,TRUE,100,,,
2303,1,1,TRUE,100,,,
2304,1,1,TRUE,100,,,
2305,1,1,TRUE,100,,,
2306,1,1,TRUE,100,,,
2307,1,1,TRUE,100,,,
2308,1,1,TRUE,100,,,
2309,1,1,TRUE,100,,,
2310,1,1,FALSE,100,,,
2311,0.98,1,FALSE,100,,,
2312,0.96,1,FALSE,100,,,
2313,0.94,1,FALSE,100,,,
2314,0.92,1,FALSE,100,,,
2315,0.9,1,FALSE,100,,,
